"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"2860",10260,8654,791,854,819,905,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2865",10194,10252,807,796,858,845,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2868",9906,8603,817.8481077,866,868.4805294,916,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2869",8634,8633,907,945,956,868.0962077,2,2,2,2,3,2,3,1,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"2870",8302,8371,790,806,818,854,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2872",8456,10260,865,899,911,930,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2874",8668,10261,818,844,869,886,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2876",8558,9864,801,819.5939669,844,856,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2883",10205,8305,793,786,845,843,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2884",8603,8581,800,819.5939669,823,842,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2894",9906,8315,828,857,880,905,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2895",8634,8558,806,936,849,868.0962077,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"2898",8668,9879,817.8481077,844,868.4805294,880,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3
"2900",8305,10267,809,819.5939669,880,815,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2904",8654,8472,794,786,855,820,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"2905",8581,7878,785,806,844,833,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2906",9864,8603,817.8481077,795,868.4805294,846,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2907",8371,9865,764,781,788,821,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2908",9879,10252,787,806,844,851,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3
"2909",9826,8344,789,773,850,811,2,1,2,2,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,2,3,2,3
"2913",10260,10261,808,868,857,909,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2914",8659,9850,811,810,838,834,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2918",8633,8560,838,897,895,931,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"2920",8650,8654,798,852,831,911,3,2,3,2,3,3,1,2,1,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"2926",8315,8581,794,837,829,877,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2930",8344,8466,808,792,870,862,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"2932",8668,8472,796,838,851,868,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2939",8455,10003,820,884,857,920,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"2941",9906,8305,793,868,814,920,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2942",8302,8603,783,826,845,867,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2946",9826,8668,841,781,895,819,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3
"2951",8472,8455,865,797,912,852,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2952",10003,10261,815,819,855,852,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"2954",9826,8654,804,773,837,811,3,2,3,2,3,3,1,2,1,3,2,2,2,3,2,3,2,2,2,2,3,2,3
"2959",9825,8667,781,881,812,909,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"2960",8650,9850,806,861,850,911,2,1,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"2964",9910,9865,767,771,806,848,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2971",8586,10194,815,819.5939669,850,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2975",8370,7878,789,788,850,846,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2976",8560,8603,780,824,817,880,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2978",8456,9826,789,891,818,926,2,2,3,2,3,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2979",8455,8650,857,862,910,905,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"2981",9906,10267,823,869,878,909,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2982",8634,10205,809,924,852,868.0962077,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"2984",9865,8558,802,740,841,776,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2987",8315,8370,796,844,839,878,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2989",8456,8668,828,893,879,926,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2990",8472,10260,883,797,914,852,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2993",8466,10003,814,835,856,876,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"2995",10268,9864,798,770,838,817,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3
"2998",9910,8371,817.8481077,777,868.4805294,816,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3013",8455,8344,776,874,852,921,2,1,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3015",8668,8667,784,854,811,873,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3018",9825,9850,803,876,843,895,2,1,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3020",10003,8472,800,819.5939669,852,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3022",10194,8659,811,815,855,845,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3027",9865,7878,793,748,848,777,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3036",8305,8370,817.8481077,819.5939669,868.4805294,845,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3037",10205,8560,842,788,896,843,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3039",7878,10281,788,819.5939669,822,845,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3043",10003,10260,833,821,898,849,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3044",8667,10172,810,819.5939669,857,846,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3045",10252,10194,822,797,862,832,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"3047",8586,8654,794,828,826,900,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3049",8456,10261,810,892,864,932,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3050",8455,8191,755,878,790,941,2,1,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3053",8654,9826,794,796,831,845,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"3064",10205,8581,781,809,816,860,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3074",8455,8668,848,878,885,937,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3075",10194,8456,894,805,933,855,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3079",8466,8654,801,800,838,868,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3080",8302,8558,799,798,835,840,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3086",8650,8586,817.8481077,852,868.4805294,921,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"3090",8634,10205,814,905,865,954,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"3095",10252,8650,854,789,919,846,3,2,1,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"3097",8197,10194,814,735,848,805,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3
"3099",8668,8659,791,851,858,884,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3101",9906,8633,902,853,953,886,2,2,2,2,3,2,3,1,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3107",10268,8370,804,767,847,827,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3
"3110",9783,8372,709,784,773,834,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3
"3111",8372,10268,769,715,824,770,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3112",9825,10252,802,872,845,926,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3116",8466,10003,815,808,859,875,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3120",8633,9783,790,921,837,953,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3121",7878,8315,803,819.5939669,860,802,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3122",9826,8668,844,780,890,821,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3
"3125",8659,8586,817.8481077,803,868.4805294,848,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3126",8302,7869,757,796,812,844,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3127",9865,8560,812,738,866,804,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3129",8634,8581,768,923,804,956,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"3130",10267,8305,788,779,833,893,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3134",9906,9865,724,868,788,903,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3137",8581,7878,773,765,828,811,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3141",9910,10268,763,777,824,825,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3145",8456,8667,793,899,838,922,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3151",8633,10205,802,919,867,957,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3153",8370,8581,780,813,814,843,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3159",9865,9783,784,712,827,784,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3162",8456,10252,799,897,843,937,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3171",8634,8370,802,901,840,948,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"3179",10205,9910,781,780,832,848,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3181",8370,7878,817.8481077,816,868.4805294,846,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3183",8654,8191,760,796,795,847,2,1,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"3184",8455,9826,799,880,830,940,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3189",9864,7869,740,788,813,840,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3191",8633,8581,764,896,823,928,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3193",8650,10172,807,859,854,917,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"3197",8302,10268,775,798,829,858,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3200",8305,8560,797,755,847,814,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3204",9825,8472,803,848,847,911,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3210",8315,9865,731,835,806,880,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3213",8668,8191,762,861,794,874,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3215",10261,8586,817.8481077,798,868.4805294,854,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3216",9906,8305,774,871,817,909,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3221",8305,9783,774,742,838,805,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3225",8466,8667,789,815,835,868,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3226",8659,8197,769,803,809,848,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3229",9864,8560,773,772,851,828,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3231",9910,8634,891,777,942,821,2,2,1,1,2,1,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3232",8633,7878,764,917,819,949,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3233",8586,10252,816,819.5939669,867,868.0962077,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3236",10267,10205,788,791,850,891,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3239",8472,9826,804,800,839,836,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3240",8372,8370,807,716,838,767,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3243",8455,8650,855,879,913,940,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3249",8634,9865,733,897,798,945,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"3255",10194,8586,817.8481077,804,868.4805294,856,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3256",10261,8659,802,786,865,869,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3262",10260,9825,853,830,920,904,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3268",8191,10194,816,759,860,790,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,3
"3272",8633,8372,722,918,781,952,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3274",8586,8667,808,815,859,889,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3288",9825,8659,805,853,861,899,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3290",8315,8305,780,822,846,881,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3292",8372,9910,783,720,836,780,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3293",8633,9864,775,918,819,952,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3294",8456,8466,818,893,868,933,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3297",10205,7869,731,791,793,875,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3298",8634,10267,819,928,893,959,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"3300",8370,9865,739,819.5939669,812,868.0962077,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3302",8650,8197,768,846,812,900,2,2,2,2,2,2,3,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"3305",10252,9826,803,810,838,877,2,2,3,2,3,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"3306",8654,8659,799,797,851,847,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"3310",8456,8472,797,875,850,913,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3318",9864,9783,760,778,829,824,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3319",9906,10268,777,857,839,898,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3320",7869,8315,811,720,849,778,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3327",8302,8370,817.8481077,813,868.4805294,865,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3328",10260,8466,814,862,857,914,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"3331",8633,9865,742,909,798,949,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"3336",8456,8197,763,889,807,928,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3344",8586,10003,806,817,850,898,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3345",10205,9906,866,796,902,876,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3351",9865,9910,787,705,839,770,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3353",10003,8667,778,819.5939669,833,868.0962077,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3361",8558,8370,817.8481077,819.5939669,868.4805294,811,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3362",10267,8372,716,820,760,896,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3364",8472,10261,788,805,847,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3365",9864,10268,766,780,828,818,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3367",9906,8315,805,847,859,896,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"3369",8455,10194,815,876,853,934,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"3371",8650,8191,754,819.5939669,801,904,2,1,3,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"3373",8466,9826,787,802,820,864,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3374",10194,8668,838,804,892,862,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"3375",8586,8197,758,819.5939669,807,868.0962077,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3377",8667,8472,796,819.5939669,837,817,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3379",8456,8659,816,887,867,924,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"3381",8197,8667,780,755,816,803,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3
"3388",9825,8654,807,847,856,897,3,2,3,2,3,3,1,2,1,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3404",9865,9864,785,764,834,818,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3406",8370,8305,817.8481077,819.5939669,868.4805294,868.0962077,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3407",8372,8558,817.8481077,781,868.4805294,818,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3416",8650,8472,801,851,827,911,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3424",8466,10260,878,813,930,874,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"3425",10268,8315,853,780,891,843,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3428",8302,9865,775,841,815,879,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3429",7869,8370,817.8481077,739,868.4805294,790,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3431",8650,10252,804,840,854,902,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3432",9826,8191,771,790,811,829,2,1,3,2,3,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3
"3433",10194,8197,763,802,788,856,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3434",8466,10261,817,795,867,865,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"3435",10260,10172,817.8481077,882,868.4805294,924,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3436",8455,10003,814,920,849,934,2,2,2,2,2,2,2,1,1,3,2,3,2,2,2,2,2,2,2,2,3,2,3
"3439",8370,8560,822,828,864,855,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3442",9825,8456,882,843,907,881,2,2,1,1,2,2,1,1,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"3445",8634,9783,787,932,828,963,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3
"3447",8633,8305,817.8481077,924,868.4805294,962,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3
"3450",8633,7869,759,925,807,960,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3
"3453",8634,10268,796,906,848,946,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3
"3460",9783,8370,823,788,860,843,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3462",8668,9826,803,839,827,880,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,3
"3463",10261,8667,802,805,836,859,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3468",8586,8659,798,849,837,902,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3471",9906,8372,781,859,798,907,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3474",10003,8466,805,819.5939669,861,868.0962077,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,3
"3478",8315,8581,788,854,815,888,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,3
"3482",8455,10252,805,888,855,936,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3
"3484",9826,8197,778,792,802,836,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2,3
"3486",8466,10172,817.8481077,791,868.4805294,861,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"3496",10267,8558,768,833,832,910,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3498",9865,7869,772,778,807,826,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3499",8634,8315,841,927,884,958,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3
"3504",10172,8472,817.8481077,808,868.4805294,827,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"3510",8456,10194,816,879,849,907,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,1,1,2,3,2,3
"3512",8558,9864,796,819.5939669,841,834,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"3520",10268,8372,776,783,793,845,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3522",10194,10252,819,796,855,830,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"3524",9825,9826,800,862,830,906,2,2,3,2,3,3,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
