"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"4047","2014-11-22","2014/2015","10172","10261","0","1","791","813","858","838","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4048","2014-11-22","2014/2015","8191","10194","2","1","816","759","860","790","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","lose"
"4042","2014-11-23","2014/2015","8650","9826","1","3","792","848","821","908","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","win"
"4044","2014-11-23","2014/2015","8586","8667","2","1","808","815","859","889","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","lose"
"4040","2014-11-24","2014/2015","8466","10252","1","1","804","800","856","871","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","draw"
"4049","2014-11-29","2014/2015","10252","8191","1","1","762","795","804","852","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","draw"
"4050","2014-11-29","2014/2015","10194","8650","0","1","857","804","895","857","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","win"
"4051","2014-11-29","2014/2015","8667","10260","0","3","887","","927","859","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","win"
"4052","2014-11-29","2014/2015","8197","10172","2","3","805","764","849","807","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4054","2014-11-29","2014/2015","8455","8472","0","0","807","880","851","940","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","draw"
"4055","2014-11-29","2014/2015","9826","10003","1","1","807","797","857","830","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","draw"
"4057","2014-11-29","2014/2015","9825","8659","1","0","805","853","861","899","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","lose"
"4058","2014-11-29","2014/2015","10261","8654","0","1","804","782","849","842","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","win"
"4053","2014-11-30","2014/2015","8456","8466","3","0","818","893","868","933","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","lose"
"4056","2014-11-30","2014/2015","8668","8586","1","2","811","862","889","896","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","win"
"4060","2014-12-02","2014/2015","10261","8191","1","1","758","772","800","842","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","draw"
"4061","2014-12-02","2014/2015","8650","8197","3","1","768","846","812","900","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","lose"
"4062","2014-12-02","2014/2015","10194","10260","1","2","880","804","891","849","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","win"
"4063","2014-12-02","2014/2015","10172","10003","0","2","","808","","845","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4064","2014-12-02","2014/2015","10252","9826","1","0","803","810","838","877","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","lose"
"4065","2014-12-02","2014/2015","8654","8659","2","1","799","797","851","847","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","lose"
"4059","2014-12-03","2014/2015","8466","9825","0","1","838","805","901","867","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","win"
"4066","2014-12-03","2014/2015","8586","8455","0","3","887","824","934","898","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","win"
"4067","2014-12-03","2014/2015","8667","8668","1","1","846","","889","823","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","draw"
"4068","2014-12-03","2014/2015","8456","8472","4","1","797","875","850","913","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","lose"
"4070","2014-12-06","2014/2015","8659","8667","0","0","786","814","827","860","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","draw"
"4071","2014-12-06","2014/2015","8472","8650","0","0","856","807","895","839","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","draw"
"4072","2014-12-06","2014/2015","8668","8456","0","1","886","860","922","879","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","win"
"4073","2014-12-06","2014/2015","8455","10261","1","2","797","878","853","936","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","win"
"4074","2014-12-06","2014/2015","8191","10172","0","2","802","751","844","798","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","win"
"4076","2014-12-06","2014/2015","9825","10194","2","3","818","828","853","906","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","win"
"4077","2014-12-06","2014/2015","9826","8586","0","0","810","798","894","836","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","draw"
"4069","2014-12-07","2014/2015","8197","10252","1","2","810","763","864","814","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4078","2014-12-07","2014/2015","10003","8654","1","3","799","","849","","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","win"
"4075","2014-12-08","2014/2015","10260","8466","2","1","814","862","857","914","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","lose"
"4079","2014-12-13","2014/2015","10261","9825","1","4","842","775","907","841","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","win"
"4080","2014-12-13","2014/2015","8466","8191","0","1","754","782","801","863","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","win"
"4081","2014-12-13","2014/2015","8667","8455","0","2","886","","926","836","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","win"
