"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"94154",238879,60,65,3,2,15,58,62,54,59,60,52,49,44,52,66,61,67,67,62,62,58,59,77,64,47,56,34,61,59,52,32,36,24,13,12,7,13,7
"156131",239061,73,79,3,5,17,61,62,61,75,50,73,68,35,73,78,75,76,79,77,72,74,60,69,63,72,61,68,61,73,51,68,70,61,12,11,6,8,11
"124624",239213,67,73,3,4,15,14,14,65,56,11,53,21,20,50,57,67,67,65,59,60,49,73,65,69,38,69,67,20,23,42,71,68,70,11,8,7,9,12
"117412",239219,78,84,3,5,17,75,58,42,87,76,88,78,68,76,87,84,78,79,68,71,79,59,72,59,74,71,48,67,88,59,41,59,55,9,5,6,7,7
"2996",239253,63,67,3,5,17,53,50,57,67,32,67,51,47,64,65,75,64,80,63,76,56,77,65,64,48,53,64,58,64,60,50,51,54,8,9,6,8,10
"57860",239256,61,73,2,2,16,32,61,60,55,55,55,46,40,35,54,76,77,80,60,64,60,64,64,65,41,45,35,68,35,59,26,23,21,7,12,7,15,8
"175878",239259,78,80,3,2,17,75,81,79,78,79,76,76,75,64,78,78,79,90,77,77,79,80,81,59,77,65,44,80,78,77,22,21,18,14,7,11,9,14
"89218",239287,73,79,3,2,17,64,62,50,67,65,82,64,52,55,80,89,89,90,66,88,60,78,68,68,60,59,15,74,67,56,11,15,15,12,14,14,12,8
"33221",239350,73,79,2,5,17,67,40,63,66,48,63,65,50,62,66,76,78,72,71,71,81,69,76,71,67,74,77,56,52,48,78,76,75,12,6,14,10,7
"16738",239351,61,72,3,5,17,52,48,62,56,42,45,54,44,54,57,66,68,67,63,65,63,86,58,71,52,64,62,46,43,45,59,63,62,9,9,9,7,8
"117083",239352,71,79,3,5,17,70,63,55,70,68,77,66,67,68,76,83,75,84,62,77,64,81,74,59,64,57,40,66,69,55,38,39,40,6,12,14,14,14
"67025",239527,63,68,2,5,17,64,30,59,67,33,67,65,40,63,69,72,69,65,59,70,55,64,73,64,54,60,60,50,65,41,57,62,60,12,13,13,9,15
"183063",239528,60,64,2,5,17,57,45,42,62,49,69,56,45,55,66,67,60,73,56,70,57,52,54,57,53,33,31,58,54,52,29,35,24,13,16,11,8,14
"95649",239559,69,73,3,5,17,32,21,70,57,37,33,30,29,50,51,34,63,46,65,41,64,53,59,89,35,68,67,36,38,47,66,73,67,8,7,15,8,11
"59062",239594,61,66,3,5,15,63,29,54,63,32,58,35,21,58,59,67,65,73,57,72,60,65,65,62,30,75,62,21,55,29,55,60,58,12,10,8,7,6
"70840",239599,62,68,2,5,17,52,33,69,63,52,61,54,48,61,65,64,69,61,63,59,61,62,72,67,54,59,59,59,61,57,47,59,43,7,8,14,15,13
"89526",239774,63,70,3,2,17,62,47,35,68,38,60,34,56,61,56,66,69,74,55,70,59,72,78,69,65,56,68,48,60,43,63,64,62,12,9,14,6,11
"156006",239807,76,85,3,5,17,51,82,67,62,68,76,63,61,55,77,85,81,74,71,71,81,62,64,62,68,47,33,79,54,81,20,18,23,7,11,14,10,15
"85163",239856,72,80,3,5,17,66,43,62,67,30,66,34,26,62,73,72,73,71,69,69,35,65,73,71,32,88,68,52,48,47,75,78,80,7,13,15,13,15
"156622",239919,67,70,3,2,17,42,70,61,40,63,66,60,35,30,66,79,78,79,63,83,70,60,83,60,66,31,20,72,53,64,15,21,14,13,10,10,7,12
"118983",239920,68,73,3,2,17,66,48,61,67,31,69,49,38,65,68,74,75,64,64,64,63,80,72,74,39,73,66,59,63,48,67,69,69,15,8,12,11,9
"8687",239946,71,73,3,2,15,61,53,55,74,49,68,64,53,70,73,79,69,76,71,69,70,72,87,68,64,81,70,62,73,45,63,67,68,9,13,13,16,12
"120437",239958,52,57,2,5,17,47,42,46,49,46,53,43,46,42,56,63,62,57,52,59,50,66,56,54,45,53,50,53,54,44,28,38,35,6,6,10,14,6
"95139",239959,57,64,3,5,15,53,27,55,61,38,55,42,33,52,58,66,68,45,54,82,57,73,66,70,41,74,55,60,37,38,50,50,56,16,16,11,8,11
"33313",239964,73,80,3,2,17,68,22,63,71,29,76,29,37,55,70,78,81,59,65,60,68,68,69,80,30,61,75,64,55,27,77,75,76,8,9,5,7,11
"73467",239965,73,75,2,2,17,75,71,48,69,51,74,68,67,63,72,79,85,74,69,69,62,65,73,66,61,70,71,73,60,58,73,75,74,6,13,9,9,6
"90699",239981,72,74,2,5,17,76,68,60,74,64,73,75,75,75,71,79,77,73,68,69,76,70,70,67,76,64,69,66,71,69,41,47,40,12,13,11,14,9
"80265",240044,70,73,3,5,15,67,68,70,67,67,71,52,50,62,69,73,75,67,72,59,73,72,77,73,65,63,42,72,65,57,16,36,38,14,14,8,13,7
"138145",240054,77,82,2,2,17,75,71,61,78,49,84,79,73,71,80,76,78,78,74,82,67,54,62,56,70,32,25,75,77,61,26,27,28,16,7,15,6,14
"81765",240205,78,86,2,2,17,85,54,67,78,53,78,75,65,68,81,81,84,78,78,86,78,90,82,75,68,76,75,73,78,46,76,76,76,9,14,16,7,10
"37019",240235,80,84,3,5,15,49,50,81,79,54,75,46,62,76,77,67,68,65,76,68,84,73,84,88,67,89,85,67,65,43,78,85,81,9,7,13,14,15
"116998",240236,72,79,2,2,15,67,41,59,68,37,74,52,75,60,70,78,74,59,66,71,79,67,75,75,45,74,68,53,49,55,73,76,78,10,13,14,8,16
"103115",240337,70,75,3,5,17,63,63,61,74,59,75,70,43,65,72,74,80,72,67,76,82,76,64,75,66,73,35,66,68,59,30,38,23,12,14,11,18,17
"149398",240338,64,72,3,5,17,15,14,16,26,12,12,17,13,21,20,33,32,39,62,34,23,62,30,73,14,20,15,13,12,23,16,13,12,65,62,60,62,68
"49176",240346,73,78,3,2,16,72,64,69,65,67,80,65,52,44,72,88,91,79,68,83,77,76,72,77,69,74,22,74,46,52,22,26,23,6,9,14,9,10
"120079",240348,73,75,2,5,17,71,36,60,69,49,70,57,47,64,74,78,74,77,74,77,66,67,78,67,43,74,63,56,56,60,75,76,77,12,8,14,9,14
"156109",240367,77,79,3,5,15,59,36,88,77,26,68,33,58,64,71,65,63,60,77,43,73,54,76,85,53,84,83,44,61,43,75,86,74,14,7,10,13,16
"102852",240477,70,76,3,6,9,35,22,69,65,22,48,33,24,52,59,53,78,56,65,71,56,85,65,74,34,73,69,50,49,46,70,74,66,15,11,12,12,12
"130759",240478,75,79,3,2,17,71,73,59,71,69,79,70,71,64,78,84,80,81,74,85,74,82,76,68,72,49,38,73,75,74,25,27,21,15,12,16,15,15
"37263",240537,69,75,3,2,17,71,39,65,68,48,68,58,49,66,70,74,77,74,64,63,57,81,78,78,44,67,60,52,46,40,67,70,72,15,15,12,6,6
"19914",240538,73,75,2,5,17,67,27,72,66,29,63,38,31,65,65,69,69,66,68,73,60,91,79,78,39,68,73,30,50,36,75,72,75,15,7,12,10,14
"136280",240539,73,79,3,2,17,75,42,60,69,55,77,72,60,67,74,85,82,83,71,79,73,60,74,64,66,70,69,69,69,42,74,72,73,8,11,12,6,6
"28304",240540,59,64,2,5,17,59,39,50,64,37,47,48,48,48,60,82,80,80,53,73,59,79,71,56,57,57,60,46,48,49,50,63,54,6,12,9,10,8
"1031",240556,68,71,3,2,17,63,50,66,66,42,66,40,41,59,64,70,69,69,66,60,48,82,72,72,51,72,70,40,49,55,70,70,71,9,6,7,10,8
"63225",240561,55,67,2,1,2,49,17,62,45,25,41,33,32,45,47,61,61,45,44,58,47,66,58,62,21,62,42,14,34,53,54,61,60,9,15,8,11,11
"169208",240788,68,72,2,5,15,55,43,70,60,36,50,28,36,60,59,55,60,55,67,45,61,73,68,87,44,60,66,48,50,39,69,68,66,9,16,9,7,14
"66674",240790,66,71,2,5,15,57,51,55,69,63,67,57,55,71,64,75,73,70,65,76,62,77,72,71,58,73,64,51,67,48,65,67,65,10,9,8,10,9
"86176",240837,75,77,3,5,15,75,67,56,75,60,76,76,77,64,78,82,79,77,74,82,74,65,82,73,68,73,62,77,70,63,57,65,62,15,7,7,10,8
"125354",240935,66,72,3,5,17,34,33,69,52,39,39,31,28,61,47,60,65,49,55,64,58,75,58,78,31,77,61,25,45,50,64,70,66,11,8,15,15,8
"122877",241424,59,67,3,4,17,28,23,56,41,24,34,24,30,36,36,54,52,41,46,51,41,72,71,76,24,66,56,25,34,37,59,62,59,12,13,13,7,13
"119727",241498,63,75,3,2,17,64,50,49,63,38,65,58,44,52,67,78,74,70,58,82,63,72,71,66,45,53,47,54,55,63,42,55,50,15,15,10,15,10
"65232",241501,67,74,2,5,17,68,63,60,67,62,70,68,67,66,69,68,67,65,68,74,69,61,66,65,66,59,52,68,62,59,56,59,55,13,13,10,9,8
"77889",241728,66,71,3,4,15,70,37,55,69,53,64,42,68,67,72,65,65,59,68,66,72,56,79,63,61,73,69,51,62,55,69,67,63,7,7,16,12,9
"78498",241747,61,68,3,5,17,54,49,44,58,50,70,62,52,57,71,68,66,73,52,72,48,61,57,49,52,36,32,54,53,63,36,43,37,13,14,11,13,12
"58307",241825,80,86,3,2,17,53,84,78,72,85,72,66,59,51,81,76,76,78,86,80,83,75,74,69,68,59,26,87,63,71,26,21,26,12,14,14,8,5
"62653",241996,64,72,2,5,17,13,13,19,27,17,16,18,11,22,23,48,41,43,58,40,24,63,31,52,18,31,14,14,28,22,16,13,12,71,60,49,59,71
"102150",241997,72,73,3,5,17,73,32,71,73,23,54,52,41,68,72,64,73,59,72,54,61,68,71,83,27,74,73,47,46,44,74,70,72,10,10,5,7,6
"83489",242094,76,82,2,2,17,75,70,52,72,64,79,72,69,68,77,89,87,85,72,76,82,78,73,74,74,72,45,75,72,75,38,40,42,8,15,14,15,14
"22238",242151,75,75,3,4,15,40,34,63,71,15,28,36,32,50,59,66,67,64,74,62,57,89,67,79,32,80,75,48,57,48,78,77,79,8,7,9,14,14
"45380",242156,75,80,3,2,17,75,53,64,73,40,73,62,24,67,72,75,79,66,75,60,62,82,75,72,57,74,74,69,63,43,76,75,77,10,16,9,12,7
"40758",242229,63,64,3,5,17,69,48,57,62,42,62,62,55,57,63,71,69,68,62,63,70,74,65,65,68,63,61,57,55,54,57,58,59,7,8,14,14,5
"80564",242234,60,61,3,5,17,25,25,25,20,25,25,25,21,25,21,51,46,47,55,38,25,53,42,78,25,29,25,25,25,25,25,25,25,63,58,55,60,61
"179740",242243,70,71,3,5,17,12,16,13,25,16,15,14,18,19,23,41,46,37,66,63,18,78,32,65,18,23,18,16,39,25,16,13,16,73,67,64,69,75
"85308",242260,64,71,2,5,17,68,40,67,66,26,57,37,32,63,64,74,72,62,61,64,60,73,65,72,31,73,62,62,42,40,62,62,63,9,9,8,14,11
"122809",242300,65,65,3,5,17,25,25,25,39,25,25,25,25,37,27,45,30,56,69,43,40,64,30,63,25,25,25,25,25,36,25,25,25,72,57,62,61,71
"110795",242306,65,67,3,5,15,46,35,66,60,27,51,56,48,56,44,48,49,54,64,65,30,61,49,84,56,56,61,14,37,24,67,66,66,7,15,13,6,8
"46047",242308,71,75,3,5,16,63,70,76,69,60,74,67,62,64,72,69,75,74,70,66,72,75,74,73,66,66,49,68,72,66,15,40,20,10,11,14,13,16
"72214",242418,69,77,2,4,15,49,18,70,61,26,55,27,24,58,67,64,69,59,65,34,43,53,72,77,21,64,69,26,52,43,68,74,67,11,7,6,6,9
"146107",242469,79,84,2,5,17,69,69,55,86,69,87,68,61,74,85,77,76,81,76,79,75,75,68,67,79,44,68,77,80,67,47,74,66,11,6,15,13,7
"129823",242477,73,73,2,5,17,61,59,42,77,56,63,76,68,78,76,69,62,71,72,80,71,67,77,73,70,63,69,66,77,67,68,73,70,8,9,8,7,8
"150913",242709,82,86,3,2,17,70,82,71,82,78,87,78,67,74,83,78,75,82,80,78,79,81,79,71,79,64,33,81,83,72,24,52,31,8,11,9,6,10
"3415",242719,74,76,2,2,17,66,54,33,75,68,76,69,67,74,74,79,75,77,75,87,77,67,81,63,72,71,71,70,74,55,57,68,64,8,11,14,16,12
"44919",242783,77,83,3,2,17,78,41,60,73,47,72,63,43,63,77,79,78,84,73,90,74,83,79,64,77,80,78,63,57,48,76,78,80,13,12,16,7,16
"89871",242872,72,76,3,5,17,32,34,75,68,33,56,46,31,54,67,74,76,68,67,57,48,78,70,75,27,70,70,39,38,40,70,72,74,16,11,11,13,16
"148451",242874,73,81,3,5,17,29,26,73,61,25,31,32,32,43,61,59,65,51,66,49,45,66,54,77,19,71,72,26,33,43,77,79,73,16,15,8,12,6
"171237",242877,66,74,2,5,17,40,31,75,59,37,35,36,38,46,56,57,63,60,60,64,50,76,59,69,30,67,70,30,44,42,59,72,60,11,8,11,14,9
"82520",242879,67,73,3,5,15,64,35,60,56,30,61,54,42,49,61,74,69,70,61,68,51,74,72,67,33,58,69,52,41,40,75,72,69,13,10,9,14,13
"171344",242882,74,78,3,5,17,78,61,51,79,53,72,78,76,77,76,64,67,68,75,72,85,59,74,59,81,66,63,71,77,76,51,57,51,16,7,10,9,9
"28879",242887,76,81,2,2,17,67,65,50,77,58,81,70,44,66,76,94,90,88,75,92,72,67,66,45,66,49,35,74,70,73,29,30,20,13,12,12,10,9
"8758",242889,71,76,3,5,15,44,32,69,72,41,65,47,37,69,67,69,66,61,71,57,73,83,78,78,71,85,75,55,57,36,69,68,67,15,12,12,12,8
"154238",242892,76,77,2,5,17,83,50,60,76,34,71,72,76,68,75,74,76,75,76,63,74,75,90,62,70,75,73,66,67,49,72,77,75,15,7,6,15,11
"93310",242894,64,74,3,5,17,66,30,57,60,30,62,55,34,60,57,72,68,60,62,65,71,85,76,70,33,66,64,39,45,41,65,69,61,10,10,13,10,8
"145274",242901,65,65,2,4,17,31,27,69,45,27,34,36,34,40,47,33,38,39,58,37,47,51,49,90,29,61,63,27,32,44,66,69,66,14,15,16,10,7
"161384",242903,64,69,3,4,15,41,35,56,69,35,60,40,44,65,62,65,63,62,60,64,69,75,71,69,58,64,62,44,59,45,59,63,66,6,10,14,6,12
"17053",242904,69,71,3,2,17,74,65,55,70,57,69,71,52,67,68,74,75,67,67,68,67,51,64,61,62,50,30,67,67,59,36,41,31,8,7,6,11,11
"79263",242958,73,79,3,5,16,72,74,68,73,68,76,73,74,55,74,77,81,78,70,66,76,65,65,68,70,69,34,72,68,65,23,21,23,13,9,15,11,11
"2174",243068,66,74,3,2,17,58,66,50,62,60,67,65,38,56,72,78,76,82,68,67,69,57,71,61,71,55,45,69,63,60,29,32,31,16,15,12,8,14
"3981",243127,68,73,3,5,17,64,65,49,67,61,73,73,63,56,72,76,71,84,65,81,69,69,65,51,52,45,28,66,63,60,29,22,23,10,9,12,11,16
"179778",243131,58,68,3,6,11,37,53,67,53,44,54,54,41,38,54,81,80,60,52,60,71,62,56,82,52,48,39,43,50,63,25,25,25,10,11,14,12,12
"61579",243160,69,72,2,5,17,65,61,47,61,58,77,72,40,53,73,88,83,91,61,83,70,72,63,60,65,57,25,65,69,55,37,39,34,8,11,7,7,15
"40608",243163,74,76,2,5,17,55,44,59,77,40,61,77,81,78,70,60,61,57,62,54,83,78,79,82,75,89,78,56,67,70,64,76,67,8,8,6,16,13
"91364",243164,82,85,3,5,16,78,77,65,85,80,87,78,72,75,85,78,77,83,83,75,84,76,69,67,85,48,36,79,81,63,25,35,26,11,13,5,13,8
"38960",243240,67,69,3,5,16,43,71,69,57,60,61,66,58,50,64,63,67,64,68,57,69,58,56,75,70,39,24,66,42,71,25,29,21,9,12,10,7,12
"28614",243248,69,71,2,5,17,74,42,67,70,30,67,42,22,65,71,74,82,68,63,59,56,73,69,70,32,59,61,48,59,33,68,71,69,9,15,7,12,14
"66829",243250,66,69,2,5,17,56,27,67,60,26,39,65,66,61,63,63,71,56,63,57,67,62,67,69,57,67,67,27,57,42,68,67,64,14,14,7,6,12
"83261",243421,67,73,3,5,17,70,61,33,56,47,74,66,37,47,68,94,93,90,62,76,51,53,72,36,42,35,27,58,47,61,25,25,25,8,7,14,11,15
"62368",243422,63,69,3,4,16,37,60,60,52,63,56,59,44,21,63,75,74,51,59,44,71,71,41,75,54,23,23,60,41,67,25,23,22,13,14,15,10,10
"151697",243424,66,72,2,5,17,67,62,58,68,63,65,77,76,66,69,63,65,72,62,77,75,56,60,55,70,68,52,60,70,62,54,51,49,9,5,11,9,6
"137165",243425,70,77,2,5,17,65,50,61,78,58,72,63,75,75,76,55,55,61,60,55,75,49,50,65,65,68,67,59,71,49,66,67,53,8,9,7,14,12
"64267",243429,67,72,2,5,17,61,37,64,71,52,72,60,46,43,68,76,73,72,63,73,72,81,72,70,56,56,64,52,66,41,66,68,67,10,14,7,15,8
"127520",243430,68,72,3,5,17,28,67,84,64,63,55,33,26,55,61,55,63,43,66,50,70,71,64,81,47,61,25,80,43,72,22,23,20,10,8,6,6,12
"170215",243439,70,74,3,2,15,51,64,56,71,57,70,69,50,68,70,75,75,74,68,72,66,71,84,62,65,76,59,67,74,48,50,59,59,13,11,13,14,9
"34434",243440,59,66,3,2,16,61,53,50,58,61,66,41,35,54,62,77,79,74,56,69,59,72,59,48,46,42,55,54,37,42,60,62,62,10,14,8,7,5
"114644",243456,59,66,3,5,17,49,60,58,57,58,61,51,47,56,60,64,59,61,56,62,58,70,57,67,51,61,34,58,54,51,43,21,34,5,6,7,7,10
"165480",243465,68,71,3,5,17,64,22,57,65,29,63,32,40,62,65,74,73,68,64,72,42,71,68,62,20,68,75,60,44,45,72,65,68,7,11,6,14,14
"72752",243466,65,71,3,5,17,57,35,62,69,28,67,59,51,62,67,65,68,66,67,65,62,66,71,67,51,62,66,54,54,56,62,68,64,14,11,8,8,8
"142798",243473,68,72,3,5,17,65,59,57,74,48,66,57,53,70,72,65,68,65,66,70,72,67,62,61,70,45,54,56,68,59,64,66,62,15,11,11,9,7
"46574",243481,69,73,3,5,17,48,22,67,62,19,35,30,30,70,70,63,53,57,65,62,35,85,63,74,24,61,77,34,39,41,68,68,68,10,16,14,13,6
"20770",243482,69,73,3,5,17,12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,71,69,67,68,69
"31776",243486,57,61,3,1,2,17,10,15,21,14,12,17,22,14,20,53,53,45,49,31,11,58,34,33,19,33,12,12,38,23,11,14,13,59,58,62,56,56
"170081",243489,64,69,3,2,17,65,33,55,63,33,64,55,40,60,61,68,74,67,63,65,62,70,70,65,35,70,58,53,39,42,63,65,66,10,9,12,13,13
"56171",243490,62,68,3,5,17,16,18,17,24,13,14,13,16,22,25,47,40,33,54,58,23,56,45,70,13,20,22,12,22,31,15,16,21,65,62,60,64,64
"134349",243492,65,69,3,5,16,61,67,49,61,68,66,58,47,57,65,74,75,70,66,67,75,65,60,65,70,75,31,65,55,54,33,42,25,10,14,11,14,15
"165331",243493,68,72,2,5,17,59,29,68,61,32,52,33,31,47,63,64,68,52,63,51,58,59,61,74,34,65,68,39,37,45,68,74,69,13,7,10,14,12
"134284",243496,64,72,3,5,17,36,27,67,65,31,55,33,35,64,62,72,66,58,64,47,43,63,61,69,37,65,62,47,52,39,58,65,65,7,14,7,6,6
"105081",243500,64,68,3,2,17,64,51,23,58,56,67,59,34,44,62,87,80,85,62,80,45,66,64,53,44,56,21,59,54,50,20,19,22,8,10,8,10,9
"92659",243501,65,67,2,5,17,28,25,72,63,30,38,33,33,62,47,46,35,48,55,42,42,78,65,77,30,47,72,26,41,40,62,70,65,12,11,14,11,15
"165429",243507,65,68,3,2,17,62,61,45,65,56,64,53,45,62,69,78,76,83,64,84,60,71,72,58,52,58,52,68,62,56,49,41,48,15,12,12,8,15
"14111",243509,70,72,2,5,17,76,58,43,77,58,67,73,60,77,72,66,67,75,65,80,67,72,68,59,68,65,67,58,73,58,51,61,58,13,11,11,7,6
"50652",243516,62,69,3,5,17,62,58,40,62,43,67,53,35,36,66,78,85,67,61,65,62,66,64,59,54,30,22,60,48,64,20,19,16,11,6,14,13,8
"139504",243548,60,65,3,5,17,25,25,25,25,25,25,25,25,25,25,31,25,35,57,64,25,56,45,57,25,21,20,25,25,29,25,25,25,61,58,59,61,61
"32596",243608,68,73,3,2,17,61,60,49,70,46,72,63,54,67,74,80,69,75,69,84,71,73,71,46,68,71,57,55,72,61,59,56,59,9,14,13,9,12
"141956",243649,65,72,3,2,16,54,53,46,65,50,65,50,49,62,62,73,75,88,67,91,63,70,75,34,58,46,34,64,66,63,22,24,19,15,10,8,8,14
"70396",243781,71,74,3,5,15,58,62,70,79,36,60,47,50,63,77,62,64,61,64,58,71,72,78,70,56,85,67,49,63,45,58,73,67,15,8,11,14,14
"176774",243789,67,77,3,2,17,70,23,57,56,35,54,59,29,44,57,76,77,76,69,75,64,72,64,63,26,64,70,49,35,40,65,68,65,11,6,11,12,12
"142204",243827,62,68,3,5,17,36,33,67,56,27,38,29,34,42,48,54,54,48,58,37,52,32,51,77,35,65,60,35,27,46,62,65,58,12,11,15,14,9
"173287",243828,64,70,3,5,17,59,34,58,68,55,61,56,52,63,67,64,55,69,63,70,61,74,76,67,54,63,64,52,63,55,55,62,60,15,13,11,13,6
"10972",243829,77,79,3,5,15,80,79,62,73,76,73,67,52,68,74,78,91,66,78,60,84,82,90,81,77,79,50,79,70,49,46,56,48,14,14,13,15,11
"99063",243937,72,76,3,5,17,40,73,78,63,64,58,44,33,35,67,62,72,46,67,32,82,72,68,92,66,56,19,71,52,76,19,21,22,29,33,27,19,34
"163183",244035,60,66,3,2,15,32,60,53,54,57,60,45,29,34,60,81,85,72,52,61,69,59,57,60,50,35,13,52,54,67,16,12,17,8,14,14,9,12
"117307",244065,63,64,3,5,17,53,23,63,54,26,37,23,27,47,52,66,66,64,64,67,60,66,65,64,29,67,65,24,56,34,64,65,66,12,6,14,11,6
"3996",244128,59,72,2,5,17,57,42,60,62,46,57,39,45,61,61,62,71,65,64,62,62,65,74,62,52,66,57,42,54,47,52,58,57,9,13,10,15,9
"54191",244136,70,78,2,5,17,69,63,43,70,47,74,70,57,66,70,83,74,81,63,87,61,70,62,48,56,48,50,60,73,51,49,57,55,9,13,12,13,13
"183562",244155,69,82,3,5,15,53,63,63,70,55,74,69,63,67,74,73,75,74,65,75,66,82,74,69,68,70,70,69,69,64,68,70,67,14,12,5,14,6
"117945",244278,67,71,3,5,17,57,64,51,74,55,64,61,41,69,66,75,77,72,65,75,58,33,53,56,59,57,30,63,66,32,21,24,19,9,11,8,16,15
"44391",244377,69,76,3,5,17,52,73,70,59,69,67,60,42,43,70,76,70,75,62,79,74,68,64,56,65,66,23,71,57,74,28,22,24,7,12,11,15,9
"165462",244398,68,74,3,5,17,64,34,58,68,24,58,39,35,58,65,78,77,66,64,74,47,68,82,72,32,75,63,55,47,55,62,69,66,15,13,16,11,13
"129366",244458,71,76,3,5,17,61,67,39,73,65,72,63,38,70,75,78,76,74,63,77,72,62,74,49,72,40,50,66,72,62,41,40,38,8,9,9,13,9
"59457",244525,60,70,3,6,4,42,29,56,52,25,52,33,33,41,54,70,71,63,57,54,35,64,64,70,25,61,63,39,40,32,62,64,62,11,6,10,7,7
"81220",244558,73,79,2,2,15,72,59,61,74,57,73,65,56,69,72,86,84,72,72,74,69,65,76,69,65,75,73,67,70,51,69,71,73,9,7,13,8,15
"89892",244563,70,74,2,2,16,59,71,43,74,40,74,64,69,71,78,73,69,77,67,70,68,59,65,58,69,49,29,63,66,57,14,26,16,14,14,13,6,8
"51737",244774,68,74,3,2,17,58,70,68,63,59,69,60,49,53,70,68,77,70,66,62,68,62,71,85,59,54,23,63,56,52,25,25,25,9,12,13,5,8
"120356",244809,71,79,3,5,17,73,57,43,75,59,75,79,65,71,77,76,76,72,63,76,66,56,72,34,73,43,37,61,69,59,23,36,40,6,12,11,8,14
"41265",244811,76,82,3,2,15,77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,75,75,79,11,9,8,6,11
"54368",244816,70,76,3,5,17,15,17,58,58,14,42,13,19,45,56,68,67,60,68,59,15,81,70,88,12,59,70,13,13,13,68,76,75,8,13,11,10,9
"64935",244835,71,75,3,5,17,56,69,43,66,74,71,75,59,51,73,91,83,92,65,94,68,71,63,52,65,53,25,70,65,62,12,12,14,7,13,9,7,6
"9952",244840,67,73,3,5,15,59,51,59,71,58,61,48,58,67,71,75,75,76,67,73,71,80,90,78,65,67,66,55,60,57,61,65,69,9,13,7,7,8
"38580",244904,70,72,2,2,15,64,44,59,61,23,58,30,30,58,63,78,84,78,68,73,56,73,84,60,23,69,68,55,29,37,68,72,71,7,7,7,6,9
"140216",244911,62,69,3,5,17,51,64,68,54,58,54,54,47,43,58,67,69,63,52,50,65,57,64,71,53,67,14,61,33,59,19,22,18,14,11,12,11,10
"183608",244953,64,69,3,5,17,59,31,53,51,25,61,29,32,41,60,77,81,71,58,53,41,71,74,59,24,76,59,46,39,42,63,66,65,6,11,15,10,9
"101762",244959,59,67,3,4,17,24,24,63,36,26,52,24,27,42,55,65,70,58,43,60,40,55,59,72,21,67,57,30,40,42,60,61,58,5,13,12,14,8
"151860",244963,70,75,3,5,15,24,15,70,48,12,46,16,18,54,54,64,66,58,64,40,43,70,60,79,38,74,74,26,20,35,72,74,68,13,10,9,9,11
"165631",244966,77,82,3,2,15,74,57,56,77,74,76,69,68,77,77,79,79,77,76,79,81,69,89,75,77,81,77,75,74,69,72,76,76,15,10,5,14,11
"56629",244970,64,68,2,5,17,59,59,49,63,59,67,63,60,57,67,81,78,86,61,85,65,65,65,55,63,51,31,61,57,57,15,22,23,10,9,13,11,7
"77905",245022,62,70,3,2,17,60,44,63,61,25,62,51,28,53,61,76,74,55,55,58,60,80,78,78,39,72,56,44,48,53,57,61,57,7,5,6,10,6
"158219",245156,55,58,3,5,17,47,44,38,53,46,54,47,43,51,55,63,68,65,63,67,49,57,66,62,48,62,53,52,60,30,41,46,42,8,8,8,7,14
"160325",245161,69,70,2,5,17,47,48,60,72,44,75,53,64,73,72,80,62,70,67,60,68,83,82,76,58,73,59,72,69,45,66,67,60,11,12,9,13,9
"60868",245287,69,70,3,2,17,52,71,72,58,61,68,52,45,41,69,72,71,73,71,76,67,82,71,68,63,56,34,70,54,61,19,21,16,8,15,13,14,12
"79897",245315,75,77,3,2,17,56,48,73,65,49,60,42,36,57,64,74,75,72,70,57,72,59,73,76,56,73,82,65,71,42,76,77,77,13,7,16,13,7
"145335",245412,66,66,2,4,17,59,57,54,68,50,66,68,64,67,64,67,60,61,65,65,66,31,57,73,58,52,39,73,68,66,33,33,29,4,4,4,4,4
"155832",245422,69,75,3,2,17,64,57,29,67,51,72,61,51,44,71,93,94,93,65,70,63,58,62,34,41,22,25,63,62,64,22,28,21,14,14,12,14,14
"11142",245423,66,66,3,5,17,34,22,65,53,32,35,30,29,39,54,60,62,46,68,52,42,71,62,77,28,69,65,25,31,45,65,68,65,9,8,12,15,7
"165661",245433,73,80,3,5,17,12,13,12,26,19,14,14,18,17,29,24,32,29,74,37,20,41,24,59,19,23,6,3,32,26,20,11,14,77,68,66,72,78
"92085",245438,63,69,3,5,17,41,44,54,67,43,62,45,63,66,66,65,64,63,61,71,67,75,72,67,60,67,59,56,64,50,55,59,60,9,7,8,10,11
"80359",245526,73,75,3,4,15,30,43,77,61,39,49,45,39,53,59,73,75,65,67,61,55,83,77,76,45,74,69,50,59,46,75,79,71,6,9,14,11,10
"168191",245530,72,72,2,5,15,72,59,66,69,56,71,56,56,62,70,83,82,83,66,75,69,70,82,70,56,75,66,61,65,54,71,71,72,8,16,12,8,14
